SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,2nd Grade,76,36,0,40,2,6,6,20,6,8,28,23,0,2,0,42,0,0,5,0,7,53,76,74,76,34,76,76,71,76,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,3rd Grade,80,34,0,46,0,7,1,30,6,10,26,26,0,1,0,53,0,2,4,2,6,54,80,79,80,27,80,78,76,78,74,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,4th Grade,66,23,0,43,0,9,5,19,7,2,24,22,0,0,0,43,0,1,2,3,8,44,66,66,66,23,66,65,64,63,58,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,5th Grade,85,44,0,41,2,11,3,29,2,13,25,16,0,3,0,54,0,0,3,1,11,69,84,82,85,31,85,85,82,84,74,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,AllGrades,466,214,0,252,6,50,29,152,31,48,150,132,0,8,1,275,0,5,21,8,55,334,464,458,465,191,466,461,445,458,411,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,Kindergarten,72,34,0,38,1,4,7,28,5,7,20,27,0,0,0,38,0,1,0,0,9,45,71,72,72,34,72,71,72,72,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4417,Ilalko Elementary School,101430,P,Pre-Kindergarten,24,9,0,15,0,6,2,5,0,1,10,0,0,0,0,8,0,1,5,0,9,24,24,24,24,16,24,23,19,24,15,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,1st Grade,66,25,0,41,0,4,2,21,1,5,33,15,0,1,0,29,0,0,0,2,10,51,66,65,66,37,66,66,66,64,56,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,2nd Grade,57,23,0,34,2,2,0,13,0,4,36,13,0,1,0,23,0,1,4,1,10,44,57,56,57,34,57,56,53,56,47,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,3rd Grade,97,49,0,48,0,6,1,24,2,5,59,18,0,6,0,39,0,2,1,1,18,79,97,91,97,58,97,95,96,96,79,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,4th Grade,64,32,0,32,0,5,2,23,0,3,31,11,0,1,1,31,0,1,1,0,10,53,64,63,63,33,64,63,63,64,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,5th Grade,69,34,0,35,1,1,2,24,0,6,35,9,0,3,1,41,0,3,3,1,3,60,69,66,68,28,69,66,66,68,66,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,AllGrades,428,198,0,230,4,18,9,119,4,33,241,77,0,12,2,189,0,10,12,6,73,351,428,416,426,239,428,418,416,422,355,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,Kindergarten,51,28,0,23,1,0,2,10,1,5,32,11,0,0,0,22,0,1,3,1,12,40,51,51,51,29,51,50,48,50,39,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4120,Lake View Elementary School,101427,P,Pre-Kindergarten,24,7,0,17,0,0,0,4,0,5,15,0,0,0,0,4,0,2,0,0,10,24,24,24,24,20,24,22,24,24,14,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,1st Grade,71,37,0,34,1,7,9,17,3,11,23,16,0,0,0,25,0,3,4,1,13,55,71,71,71,46,71,68,67,70,58,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,2nd Grade,96,48,0,48,2,20,7,23,1,12,31,29,0,4,0,38,0,1,1,0,14,67,96,92,96,58,96,95,95,96,82,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,3rd Grade,86,47,0,39,1,15,7,16,1,10,36,10,0,5,0,26,0,3,3,1,7,76,86,81,86,60,86,83,83,85,79,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,4th Grade,92,44,0,48,0,9,12,27,1,11,32,18,0,1,0,34,0,2,3,3,14,74,92,91,92,58,92,90,89,89,78,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,5th Grade,79,32,0,47,3,16,9,12,1,7,31,5,0,4,1,34,0,1,0,2,10,74,79,75,78,45,79,78,79,77,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,AllGrades,537,263,0,274,8,87,55,121,9,67,190,103,0,14,1,192,0,12,13,8,74,434,537,523,536,345,537,525,524,529,463,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,Kindergarten,99,49,0,50,1,18,8,22,1,15,34,25,0,0,0,31,0,1,1,1,10,74,99,99,99,68,99,98,98,98,89,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,5051,Lakeland Hills Elementary,104203,P,Pre-Kindergarten,14,6,0,8,0,2,3,4,1,1,3,0,0,0,0,4,0,1,1,0,6,14,14,14,14,10,14,13,13,14,8,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,1st Grade,101,44,0,57,1,24,18,18,4,10,26,37,0,4,0,68,0,3,14,0,6,64,100,97,101,33,101,98,87,101,95,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,2nd Grade,86,44,0,42,1,17,14,14,3,12,25,36,0,1,0,62,0,1,7,0,9,50,85,85,86,24,86,85,79,86,77,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,3rd Grade,83,43,0,40,0,14,19,14,4,7,25,31,0,1,0,63,0,0,3,0,10,52,83,82,83,20,83,83,80,83,73,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,4th Grade,104,53,0,51,1,16,12,20,6,18,31,40,0,1,0,76,0,0,4,0,14,64,103,103,104,28,104,104,100,104,90,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,5th Grade,105,49,0,56,1,18,20,18,9,11,28,33,0,0,1,82,0,3,5,4,16,72,105,105,104,23,105,102,100,101,89,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,AllGrades,609,300,0,309,4,112,114,108,30,76,165,206,0,7,1,453,0,8,39,4,62,403,606,602,608,156,609,601,570,605,547,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,Kindergarten,97,49,0,48,0,18,21,20,3,12,23,29,0,0,0,69,0,1,3,0,2,68,97,97,97,28,97,96,94,97,95,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3525,Lea Hill Elementary School,101422,P,Pre-Kindergarten,33,18,0,15,0,5,10,4,1,6,7,0,0,0,0,33,0,0,3,0,5,33,33,33,33,0,33,33,30,33,28,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4462,Mt Baker Middle School,101431,P,6th Grade,293,155,0,138,4,38,19,104,15,32,81,50,0,24,0,156,0,4,10,4,30,243,291,269,293,137,293,289,283,289,263,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4462,Mt Baker Middle School,101431,P,7th Grade,340,170,0,170,1,37,28,125,19,25,105,65,0,23,2,191,0,3,10,9,26,275,339,317,338,149,340,337,330,331,314,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4462,Mt Baker Middle School,101431,P,8th Grade,307,147,0,160,2,36,15,103,20,31,100,62,0,25,3,161,0,2,21,5,19,245,306,282,304,146,307,305,286,302,288,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4462,Mt Baker Middle School,101431,P,AllGrades,940,472,0,468,7,111,62,332,54,88,286,177,0,72,5,508,0,9,41,18,75,763,936,868,935,432,940,931,899,922,865,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3169,Olympic Middle School,101419,P,6th Grade,286,118,0,168,9,15,18,128,19,30,67,67,0,6,1,211,2,2,13,7,44,219,285,280,285,75,284,284,273,279,242,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3169,Olympic Middle School,101419,P,7th Grade,296,148,0,148,7,17,20,145,15,33,59,64,0,8,0,218,0,2,14,1,28,232,296,288,296,78,296,294,282,295,268,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3169,Olympic Middle School,101419,P,8th Grade,320,165,0,155,18,25,11,151,19,27,69,64,0,3,4,228,1,2,21,6,28,256,317,317,316,92,319,318,299,314,292,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3169,Olympic Middle School,101419,P,AllGrades,902,431,0,471,34,57,49,424,53,90,195,195,0,17,5,657,3,6,48,14,100,707,898,885,897,245,899,896,854,888,802,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,1st Grade,70,34,0,36,0,1,4,44,6,5,10,37,0,0,0,48,0,0,3,0,10,33,69,70,70,22,70,70,67,70,60,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,2nd Grade,80,46,0,34,1,2,6,53,5,10,3,39,0,1,1,62,0,0,2,0,9,41,78,79,79,18,80,80,78,80,71,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,3rd Grade,75,41,0,34,1,9,0,36,6,9,14,37,0,2,1,56,0,2,7,0,6,38,74,73,74,19,75,73,68,75,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,4th Grade,90,39,0,51,0,7,1,50,7,12,13,36,0,0,0,74,0,2,1,1,5,54,89,90,90,16,90,88,89,89,85,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,5th Grade,68,36,0,32,1,2,3,45,1,5,11,32,0,0,0,54,1,0,2,2,2,36,68,68,68,14,67,68,66,66,66,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,AllGrades,546,286,0,260,3,35,23,329,34,56,66,230,0,3,4,415,1,5,31,3,62,316,540,543,542,131,545,541,515,543,484,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,Kindergarten,107,62,0,45,0,8,6,61,9,11,12,49,0,0,2,75,0,0,11,0,18,58,106,107,105,32,107,107,96,107,89,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,3227,Pioneer Elementary School,101420,P,Pre-Kindergarten,56,28,0,28,0,6,3,40,0,4,3,0,0,0,0,46,0,1,5,0,12,56,56,56,56,10,56,55,51,56,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4385,Rainier Middle School,101429,P,6th Grade,316,140,0,176,1,45,45,68,7,37,113,68,0,11,0,201,0,4,10,3,47,248,316,305,316,115,316,312,306,313,269,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4385,Rainier Middle School,101429,P,7th Grade,306,148,0,158,2,51,40,73,11,20,109,46,0,22,4,162,0,3,13,2,26,260,303,284,302,144,306,303,293,304,280,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4385,Rainier Middle School,101429,P,8th Grade,325,157,0,168,1,43,26,89,6,26,134,52,0,9,1,189,0,5,17,5,35,273,324,316,324,136,325,320,308,320,290,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,4385,Rainier Middle School,101429,P,AllGrades,947,445,0,502,4,139,111,230,24,83,356,166,0,42,5,552,0,12,40,10,108,781,943,905,942,395,947,935,907,937,839,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,10th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,11th Grade,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,12th Grade,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,0,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,1st Grade,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,2nd Grade,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,3rd Grade,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,2,2,2,2,0,2,2,2,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,4th Grade,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,6th Grade,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,1,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,8th Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,AllGrades,27,15,0,12,0,2,1,8,0,1,15,0,0,0,0,7,0,0,13,0,22,27,27,27,27,20,27,27,14,27,5,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,Kindergarten,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,1915,Special Ed School,103852,S,Pre-Kindergarten,10,5,0,5,0,0,0,6,0,1,3,0,0,0,0,3,0,0,10,0,5,10,10,10,10,7,10,10,0,10,5,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,1st Grade,40,13,0,27,0,1,5,11,8,5,10,17,0,0,1,33,0,0,3,0,4,23,39,40,39,7,40,40,37,40,36,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,2nd Grade,51,22,0,29,0,6,2,15,10,7,11,21,0,2,0,42,0,0,2,0,11,30,51,49,51,9,51,51,49,51,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,3rd Grade,43,16,0,27,1,4,4,15,2,3,14,12,0,1,1,33,0,0,4,0,11,31,41,42,42,10,43,43,39,43,32,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,4th Grade,88,41,0,47,0,9,2,21,2,14,40,20,0,39,0,48,0,0,8,0,13,68,88,49,88,40,88,88,80,88,75,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,5th Grade,98,42,0,56,1,12,12,26,6,16,25,16,0,38,1,62,0,0,4,1,5,82,97,60,97,36,98,98,94,97,93,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,AllGrades,389,171,0,218,2,41,35,109,36,56,110,100,0,80,4,276,0,0,28,1,54,289,385,309,385,113,389,389,361,388,335,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,Kindergarten,46,28,0,18,0,2,9,14,5,9,7,14,0,0,1,35,0,0,6,0,6,32,46,46,45,11,46,46,40,46,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2659,Terminal Park Elementary School,101415,P,Pre-Kindergarten,23,9,0,14,0,7,1,7,3,2,3,0,0,0,0,23,0,0,1,0,4,23,23,23,23,0,23,23,22,23,19,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2326,Washington Elementary School,101413,P,1st Grade,64,35,0,29,1,4,1,30,4,8,16,22,0,0,0,50,0,1,3,0,10,42,64,64,64,14,64,63,61,64,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2326,Washington Elementary School,101413,P,2nd Grade,83,47,0,36,0,2,9,29,11,10,22,27,0,2,1,64,0,0,5,0,12,56,83,81,82,19,83,83,78,83,71,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17408,Auburn School District,100016,2326,Washington Elementary School,101413,P,3rd Grade,78,41,0,37,0,3,5,31,9,9,21,28,0,1,1,64,0,0,2,0,7,50,76,77,77,14,78,78,76,78,71,4/22/22 0:00
