SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5583,Northshore Family Partnership,106232,P,5th Grade,16,7,0,9,0,0,0,0,0,3,13,0,0,3,0,0,0,0,1,1,3,16,16,13,16,16,16,16,15,15,13,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5583,Northshore Family Partnership,106232,P,6th Grade,17,8,1,8,0,1,0,2,0,3,11,0,0,2,0,2,0,0,2,2,4,17,17,15,17,15,17,17,15,15,13,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5583,Northshore Family Partnership,106232,P,7th Grade,11,3,0,8,0,0,0,0,0,2,9,0,0,3,0,1,0,0,2,3,2,11,11,8,11,10,11,11,9,8,9,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5583,Northshore Family Partnership,106232,P,8th Grade,3,0,0,3,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,3,3,2,3,3,3,3,3,2,2,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5583,Northshore Family Partnership,106232,P,9th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5583,Northshore Family Partnership,106232,P,AllGrades,197,94,1,102,0,7,2,5,0,24,159,3,0,37,0,17,0,0,38,23,29,194,197,160,197,180,197,197,159,174,168,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5583,Northshore Family Partnership,106232,P,Kindergarten,23,14,0,9,0,0,0,0,0,2,21,0,0,9,0,0,0,0,8,0,2,23,23,14,23,23,23,23,15,23,21,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4021,Northshore Middle School,101648,P,6th Grade,306,164,0,142,0,58,7,37,1,17,186,16,0,89,0,40,0,0,6,31,41,290,306,217,306,266,306,306,300,275,265,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4021,Northshore Middle School,101648,P,7th Grade,266,142,2,122,0,45,7,42,0,31,141,14,0,93,0,54,0,0,6,35,30,252,266,173,266,212,266,266,260,231,236,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4021,Northshore Middle School,101648,P,8th Grade,304,148,1,155,1,52,7,45,1,27,171,19,0,92,0,55,0,1,5,33,47,285,304,212,304,249,304,303,299,271,257,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4021,Northshore Middle School,101648,P,AllGrades,876,454,3,419,1,155,21,124,2,75,498,49,0,274,0,149,0,1,17,99,118,827,876,602,876,727,876,875,859,777,758,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,10th Grade,29,13,0,16,0,4,3,6,0,5,11,2,0,5,0,6,0,0,4,4,5,27,29,24,29,23,29,29,25,25,24,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,11th Grade,34,13,0,21,0,1,1,8,0,1,23,0,0,2,0,2,0,0,5,6,4,34,34,32,34,32,34,34,29,28,30,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,12th Grade,49,22,1,26,0,2,1,9,0,4,33,7,0,1,0,10,0,0,9,6,12,42,49,48,49,39,49,49,40,43,37,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,1st Grade,19,9,0,10,0,9,1,1,0,1,7,5,0,0,0,2,0,1,5,0,2,14,19,19,19,17,19,18,14,19,17,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,2nd Grade,21,9,0,12,0,8,1,1,0,2,9,4,0,4,0,2,0,0,6,0,2,17,21,17,21,19,21,21,15,21,19,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,3rd Grade,26,14,0,12,0,11,0,1,1,3,10,7,0,7,0,5,0,0,6,3,3,19,26,19,26,21,26,26,20,23,23,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,4th Grade,29,16,0,13,0,11,2,0,0,8,8,1,0,8,0,3,0,0,10,2,1,28,29,21,29,26,29,29,19,27,28,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,5th Grade,26,15,0,11,0,9,0,1,0,5,11,2,0,10,0,3,0,0,8,3,2,24,26,16,26,23,26,26,18,23,24,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,6th Grade,28,12,0,16,0,12,0,2,0,5,9,0,0,5,0,1,0,0,3,1,6,28,28,23,28,27,28,28,25,27,22,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,7th Grade,30,14,0,16,0,8,3,6,0,5,8,3,0,8,0,10,0,0,9,1,3,27,30,22,30,20,30,30,21,29,27,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,8th Grade,42,20,1,21,0,12,1,6,0,3,20,1,0,8,0,6,0,0,13,1,8,41,42,34,42,36,42,42,29,41,34,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,9th Grade,20,5,0,15,0,1,2,4,0,2,11,2,0,5,0,4,0,0,11,2,2,18,20,15,20,16,20,20,9,18,18,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,AllGrades,369,170,2,197,0,92,16,49,1,47,164,40,0,66,0,57,0,1,94,29,51,329,369,303,369,312,369,368,275,340,318,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1814,Northshore Networks,101623,A,Kindergarten,16,8,0,8,0,4,1,4,0,3,4,6,0,3,0,3,0,0,5,0,1,10,16,13,16,13,16,16,11,16,15,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5331,Northshore Online Reengagement Program,105657,R,11th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5331,Northshore Online Reengagement Program,105657,R,12th Grade,3,2,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,3,3,3,3,1,3,3,2,3,2,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5331,Northshore Online Reengagement Program,105657,R,AllGrades,4,2,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1,1,4,4,4,4,2,4,4,3,3,3,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,10th Grade,3,2,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,3,3,3,2,3,3,3,3,3,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,11th Grade,4,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,3,4,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,12th Grade,13,4,0,9,0,1,0,1,0,0,11,2,0,1,0,2,0,0,2,0,13,11,13,12,13,11,13,13,11,13,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,1st Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,2nd Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,3rd Grade,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,1,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,6th Grade,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,9th Grade,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,2,2,2,1,2,2,2,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,AllGrades,81,33,0,48,1,18,3,12,0,6,41,2,0,2,0,3,0,0,51,1,68,79,81,79,81,78,81,81,30,80,13,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,Kindergarten,3,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,3,3,3,3,3,3,3,3,1,3,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,1815,Northshore Special Services,101624,S,Pre-Kindergarten,51,19,0,32,1,17,2,7,0,5,19,0,0,0,0,0,0,0,45,0,38,51,51,51,51,51,51,51,6,51,13,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,1st Grade,73,37,0,36,0,38,3,8,1,4,19,15,0,0,0,3,0,0,5,0,10,58,73,73,73,70,73,73,68,73,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,2nd Grade,84,41,0,43,0,42,4,8,0,7,23,22,0,30,0,9,0,1,1,1,11,62,84,54,84,75,84,83,83,83,73,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,3rd Grade,84,43,0,41,0,38,2,6,0,4,34,8,0,40,0,8,0,0,2,4,12,76,84,44,84,76,84,84,82,80,72,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,4th Grade,67,33,0,34,1,30,3,7,1,4,21,8,0,19,0,6,0,0,2,3,10,59,67,48,67,61,67,67,65,64,57,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,5th Grade,85,35,0,50,0,41,1,6,0,7,30,6,0,32,0,6,0,1,0,9,16,79,85,53,85,79,85,84,85,76,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,AllGrades,475,240,0,235,2,223,15,44,2,33,156,82,0,136,0,40,0,2,14,23,73,393,475,339,475,435,475,473,461,452,402,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,Kindergarten,79,50,0,29,1,34,2,8,0,7,27,23,0,15,0,7,0,0,2,6,11,56,79,64,79,72,79,79,77,73,68,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,5605,Ruby Bridges Elementary,106386,P,Pre-Kindergarten,3,1,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,3,3,3,3,3,2,3,3,1,3,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3811,Secondary Academy for Success,101644,A,10th Grade,19,6,4,9,0,1,1,4,0,0,13,0,0,0,0,10,0,0,1,5,5,19,19,19,19,9,19,19,18,14,14,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3811,Secondary Academy for Success,101644,A,11th Grade,17,8,1,8,0,0,2,2,0,2,11,1,0,0,0,6,0,0,1,4,5,16,17,17,17,11,17,17,16,13,12,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3811,Secondary Academy for Success,101644,A,12th Grade,45,19,1,25,0,1,1,7,0,5,31,2,0,0,0,17,0,0,4,7,4,43,45,45,45,28,45,45,41,38,41,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3811,Secondary Academy for Success,101644,A,9th Grade,5,3,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,5,5,5,5,5,5,5,5,3,4,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3811,Secondary Academy for Success,101644,A,AllGrades,86,36,7,43,1,3,4,13,0,8,57,3,0,0,0,33,0,0,6,18,15,83,86,86,86,53,86,86,80,68,71,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,1st Grade,66,27,0,39,0,18,1,10,0,7,30,13,0,0,0,10,0,0,4,4,5,53,65,66,66,56,66,66,62,62,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,2nd Grade,105,50,0,55,0,37,2,13,0,10,43,30,0,44,0,18,0,1,4,7,10,75,105,61,105,87,105,104,101,98,95,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,3rd Grade,55,28,0,27,0,11,0,9,0,3,32,11,0,17,0,9,0,0,2,4,6,44,55,38,55,46,55,55,53,51,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,4th Grade,51,24,0,27,0,15,2,8,0,5,21,4,0,12,0,11,0,0,3,4,6,47,51,39,51,40,51,51,48,47,45,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,5th Grade,66,35,0,31,0,12,3,9,0,12,30,4,0,9,0,12,0,0,3,7,12,62,66,57,66,54,66,66,63,59,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,AllGrades,429,212,0,217,0,117,10,57,0,49,196,81,0,99,0,76,0,1,20,27,52,348,428,330,429,353,429,428,409,402,377,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,Kindergarten,83,46,0,37,0,23,2,8,0,12,38,19,0,17,0,16,0,0,3,1,10,64,83,66,83,67,83,83,80,82,73,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3679,Shelton View Elementary,101641,P,Pre-Kindergarten,3,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,2,3,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4371,Skyview Middle School,101656,P,6th Grade,354,167,2,185,0,169,5,43,3,28,106,32,0,145,0,58,0,1,7,31,44,322,354,209,354,296,354,353,347,323,310,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4371,Skyview Middle School,101656,P,7th Grade,410,210,2,198,0,175,13,57,2,29,134,31,0,167,0,60,0,0,3,32,54,379,410,243,410,350,410,410,407,378,356,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4371,Skyview Middle School,101656,P,8th Grade,384,190,2,192,0,154,10,52,0,28,140,25,0,132,0,53,0,0,6,38,45,359,383,252,384,331,384,384,378,346,339,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4371,Skyview Middle School,101656,P,AllGrades,1148,567,6,575,0,498,28,152,5,85,380,88,0,444,0,171,0,1,16,101,143,1060,1147,704,1148,977,1148,1147,1132,1047,1005,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,1st Grade,73,47,0,26,0,32,0,1,0,14,26,5,0,0,0,2,0,0,3,3,6,68,73,73,73,71,73,73,70,70,67,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,2nd Grade,90,37,0,53,0,27,0,5,0,12,46,12,0,60,0,3,0,0,1,17,11,78,90,30,90,87,90,90,89,73,79,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,3rd Grade,77,43,0,34,0,20,1,5,0,12,39,3,0,53,0,0,0,1,1,2,7,74,77,24,77,77,77,76,76,75,70,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,4th Grade,77,38,0,39,0,20,0,6,0,9,42,1,0,56,0,3,0,0,0,11,6,76,77,21,77,74,77,77,77,66,71,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,5th Grade,63,40,0,23,0,12,0,4,0,9,38,0,0,39,0,3,0,0,0,5,10,63,63,24,63,60,63,63,63,58,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,AllGrades,428,229,0,199,0,125,1,28,1,62,211,31,0,217,0,12,0,1,5,42,45,397,428,211,428,416,428,427,423,386,383,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,Kindergarten,45,23,0,22,0,14,0,6,1,6,18,10,0,9,0,1,0,0,0,4,2,35,45,36,45,44,45,45,45,41,43,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4187,Sunrise Elementary,101651,P,Pre-Kindergarten,3,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4516,Timbercrest Middle School,101660,P,6th Grade,243,133,0,110,0,25,0,23,0,24,171,6,0,76,0,13,0,2,3,24,32,237,242,167,243,230,243,241,240,219,211,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4516,Timbercrest Middle School,101660,P,7th Grade,228,109,1,118,0,17,0,22,0,15,174,4,0,83,0,20,0,0,6,28,37,224,227,145,228,208,228,228,222,200,191,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4516,Timbercrest Middle School,101660,P,8th Grade,244,117,0,127,0,17,5,12,0,17,193,4,0,89,0,18,0,0,3,27,45,240,244,155,244,226,244,244,241,217,199,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4516,Timbercrest Middle School,101660,P,AllGrades,715,359,1,355,0,59,5,57,0,56,538,14,0,248,0,51,0,2,12,79,114,701,713,467,715,664,715,713,703,636,601,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,1st Grade,63,35,0,28,0,11,1,4,0,7,40,5,0,0,0,5,0,0,1,0,7,58,62,63,63,58,63,63,62,63,56,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,2nd Grade,75,37,0,38,0,15,1,6,0,8,45,6,0,30,0,6,0,0,0,4,6,69,75,45,75,69,75,75,75,71,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,3rd Grade,64,39,0,25,0,7,1,6,0,8,42,1,0,15,0,5,0,0,0,5,14,63,64,49,64,59,64,64,64,59,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,4th Grade,72,30,0,42,0,11,1,9,0,9,42,3,0,14,0,10,0,0,3,5,13,69,71,58,72,62,72,72,69,67,59,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,5th Grade,73,36,0,37,0,9,0,5,0,7,52,2,0,10,0,6,0,0,2,6,14,71,73,63,73,67,73,73,71,67,59,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,AllGrades,419,208,0,211,0,60,8,40,0,44,267,24,0,85,0,34,0,0,7,20,61,395,417,334,419,385,419,419,412,399,358,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,Kindergarten,71,31,0,40,0,7,4,10,0,5,45,7,0,16,0,2,0,0,1,0,6,64,71,55,71,69,71,71,70,71,65,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4069,Wellington Elementary,101649,P,Pre-Kindergarten,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,1st Grade,72,37,0,35,0,20,1,6,0,9,36,15,0,0,0,8,0,0,0,3,10,57,72,72,72,64,72,72,72,69,62,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,2nd Grade,66,24,0,42,0,11,4,16,0,5,30,14,0,13,0,13,0,1,2,3,10,52,66,53,66,53,66,65,64,63,56,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,3rd Grade,64,33,0,31,0,7,0,9,0,3,45,10,0,7,0,12,0,0,3,7,17,54,64,57,64,52,64,64,61,57,47,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,4th Grade,74,34,1,39,1,15,0,12,0,4,42,3,0,10,0,8,0,0,0,5,5,71,74,64,74,66,74,74,74,69,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,5th Grade,65,33,0,32,0,11,1,12,0,8,33,4,0,3,0,11,0,0,1,3,10,61,65,62,65,54,65,65,64,62,55,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,AllGrades,412,200,1,211,1,83,10,61,0,40,217,59,0,43,0,68,0,1,10,30,68,353,412,369,412,344,412,411,402,382,344,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,Kindergarten,69,38,0,31,0,19,3,6,0,11,30,13,0,10,0,16,0,0,3,9,14,56,69,59,69,53,69,69,66,60,55,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3287,Westhill Elementary,101633,P,Pre-Kindergarten,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,1,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,1st Grade,86,45,0,41,0,14,1,38,1,5,27,25,0,0,0,21,0,0,2,0,5,61,86,86,86,65,86,86,84,86,81,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,2nd Grade,73,31,0,42,1,5,2,28,0,6,31,21,0,9,0,21,0,0,2,5,7,52,73,64,73,52,73,73,71,68,66,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,3rd Grade,74,39,0,35,0,8,2,26,1,7,30,14,0,13,0,15,0,0,1,3,6,60,74,61,74,59,74,74,73,71,68,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,4th Grade,71,39,1,31,0,10,1,25,1,5,29,14,0,10,0,25,0,0,3,7,3,57,71,61,71,46,71,71,68,64,68,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,5th Grade,79,35,0,44,0,4,0,28,0,4,43,11,0,9,0,22,0,0,1,5,10,68,79,70,79,57,79,79,78,74,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,AllGrades,475,233,1,241,1,56,9,186,3,32,188,116,0,52,0,126,0,0,14,24,47,359,475,423,475,349,475,475,461,451,428,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,Kindergarten,89,42,0,47,0,15,3,41,0,4,26,31,0,11,0,21,0,0,4,4,13,58,89,78,89,68,89,89,85,85,76,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3749,Woodin Elementary,101642,P,Pre-Kindergarten,3,2,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,3,3,3,3,3,2,3,3,2,3,0,4/22/22 0:00
